## 1.1.1
## assembly	: /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/polished/pseudococcus_viburni.redbean.cns3.srp1.fa
## coverage	 bam0 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.to.cns3.srp1.sorted.bam
## taxonomy	 tax0 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.blast.out
## taxonomy	 tax1 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.diamond.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
ctg1587	13554	0.3146	0	0.0	no-hit	0.0	0
ctg1599	3760	0.0096	0	0.0	no-hit	0.0	0
ctg1632	12948	0.3156	0	0.0	no-hit	0.0	0
ctg1756	11423	0.3014	0	0.0	no-hit	0.0	0
ctg1693	12510	0.3088	0	0.0	no-hit	0.0	0
ctg1617	12719	0.3268	0	3.1026	no-hit	0.0	0
ctg1704	11790	0.2839	0	0.0	no-hit	0.0	0
ctg1736	10991	0.2971	0	0.0	no-hit	0.0	0
ctg1744	11195	0.3419	0	0.0	no-hit	0.0	0
ctg1674	4547	0.0035	0	4.3393	no-hit	0.0	0
ctg1741	6699	0.0091	0	0.0	no-hit	0.0	0
ctg2097	2154	0.0074	0	0.0	no-hit	0.0	0
ctg2044	2529	0.004	0	0.0	no-hit	0.0	0
ctg1819	5976	0.3151	0	0.0	no-hit	0.0	0
ctg1808	9874	0.3096	0	0.0	no-hit	0.0	0
ctg1817	10638	0.3266	0	0.0	no-hit	0.0	0
ctg2162	1436	0.2444	0	0.0	no-hit	0.0	0
ctg1805	10891	0.3175	0	1.2078	no-hit	0.0	0
ctg2213	1084	0.2694	0	18.2018	no-hit	0.0	0
ctg1850	10407	0.3495	0	0.0	no-hit	0.0	0
ctg1916	9723	0.3063	0	0.0	no-hit	0.0	0
ctg1940	8996	0.3116	0	0.0	no-hit	0.0	0
ctg1839	4033	0.0174	0	0.0	no-hit	0.0	0
ctg2002	5093	0.3024	0	0.0	no-hit	0.0	0
ctg1706	2151	0.0009	0	0.0	no-hit	0.0	0
ctg1853	8236	0.2995	0	0.0	no-hit	0.0	0
ctg1945	9614	0.3271	0	1.3682	no-hit	0.0	0
ctg1760	10797	0.3306	0	0.0	no-hit	0.0	0
ctg1804	10544	0.2977	0	0.0	no-hit	0.0	0
ctg1921	9036	0.2839	0	0.0	no-hit	0.0	0
ctg2024	8805	0.308	0	1.4939	no-hit	0.0	0
ctg1952	9705	0.3189	0	2.0331	no-hit	0.0	0
ctg2041	8336	0.2747	0	0.0	no-hit	0.0	0
ctg2032	8365	0.3768	0	0.0	no-hit	0.0	0
ctg1974	8921	0.3447	0	0.0	no-hit	0.0	0
ctg2310	1881	0.0027	0	0.0	no-hit	0.0	0
ctg2021	8106	0.3327	0	0.8114	no-hit	0.0	0
ctg1923	10128	0.3504	0	0.0	no-hit	0.0	0
ctg2286	2163	0.0055	0	188.5204	no-hit	0.0	0
ctg2266	3535	0.3064	0	0.0	no-hit	0.0	0
ctg2362	494	0.081	0	0.0	no-hit	0.0	0
ctg2386	1982	0.0025	0	0.0	no-hit	0.0	0
ctg2077	6623	0.3627	0	0.0	no-hit	0.0	0
ctg2098	6545	0.3008	0	0.0	no-hit	0.0	0
ctg2037	9556	0.2898	0	0.0	no-hit	0.0	0
ctg2431	1833	0.0131	0	7.1761	no-hit	0.0	0
ctg2141	5275	0.3007	0	0.0	no-hit	0.0	0
ctg2413	2899	0.2825	0	22.6869	no-hit	0.0	0
ctg2532	290	0.6793	0	0.0	no-hit	0.0	0
ctg2173	7827	0.2637	0	0.0	no-hit	0.0	0
ctg2178	7564	0.3215	0	0.0	no-hit	0.0	0
ctg2168	6069	0.2612	0	0.0	no-hit	0.0	0
ctg2113	6779	0.3689	0	0.0	no-hit	0.0	0
ctg2204	7461	0.334	0	0.0	no-hit	0.0	0
ctg2672	3005	0.3401	0	0.0	no-hit	0.0	0
ctg2314	6215	0.3179	0	0.0	no-hit	0.0	0
ctg2709	3724	0.3622	0	0.0	no-hit	0.0	0
ctg2225	6510	0.3304	0	0.0	no-hit	0.0	0
ctg2635	1617	0.0068	0	0.0	no-hit	0.0	0
ctg2232	7593	0.3252	0	0.0	no-hit	0.0	0
ctg2660	825	0.9879	0	0.0	no-hit	0.0	0
ctg2540	1144	0.0455	0	5.7491	no-hit	0.0	0
ctg2166	6885	0.2991	0	1.9105	no-hit	0.0	0
ctg2715	1162	0.0327	0	28.3	no-hit	0.0	0
ctg2366	1485	0.0047	0	0.0	no-hit	0.0	0
ctg2211	7794	0.3032	0	0.0	no-hit	0.0	0
ctg2176	8439	0.3324	0	0.0	no-hit	0.0	0
ctg2359	4176	0.3661	0	0.0	no-hit	0.0	0
ctg2264	7710	0.2974	0	0.0	no-hit	0.0	0
ctg2217	7007	0.315	0	0.0	no-hit	0.0	0
ctg2330	6403	0.3166	0	0.0	no-hit	0.0	0
ctg2341	6340	0.2874	0	0.0	no-hit	0.0	0
ctg2436	3846	0.3531	0	1.7101	no-hit	0.0	0
ctg2590	3627	0.2914	0	12.6933	no-hit	0.0	0
ctg2250	7610	0.3874	0	0.0	no-hit	0.0	0
ctg2326	7248	0.3584	0	0.0	no-hit	0.0	0
ctg2667	1493	0.0214	0	0.0	no-hit	0.0	0
ctg2301	6411	0.3074	0	0.0	no-hit	0.0	0
ctg2816	1828	0.0208	0	0.0	no-hit	0.0	0
ctg2349	6589	0.3269	0	0.0	no-hit	0.0	0
ctg2284	6937	0.3264	0	0.0	no-hit	0.0	0
ctg2812	2016	0.0015	0	0.0	no-hit	0.0	0
ctg2371	7106	0.3361	0	0.0	no-hit	0.0	0
ctg2279	6945	0.2904	0	0.0	no-hit	0.0	0
ctg2398	4962	0.3392	0	0.0	no-hit	0.0	0
ctg2543	4987	0.2775	0	0.0	no-hit	0.0	0
ctg2542	5464	0.2925	0	1.2037	no-hit	0.0	0
ctg2489	5491	0.3276	0	0.0	no-hit	0.0	0
ctg2492	5928	0.3203	0	0.0	no-hit	0.0	0
ctg2393	6219	0.3396	0	1.0576	no-hit	0.0	0
ctg2521	5382	0.3389	0	0.0	no-hit	0.0	0
ctg2572	5450	0.2855	0	0.0	no-hit	0.0	0
ctg2580	4560	0.3219	0	0.0	no-hit	0.0	0
ctg2526	6326	0.2996	0	0.0	no-hit	0.0	0
ctg2802	2850	0.0074	0	0.0	no-hit	0.0	0
ctg2385	5262	0.2976	0	0.0	no-hit	0.0	0
ctg2434	5050	0.3257	0	1.3024	no-hit	0.0	0
ctg2421	8173	0.3459	0	0.0	no-hit	0.0	0
ctg2419	5719	0.3049	0	0.0	no-hit	0.0	0
ctg2731	4003	0.284	0	0.0	no-hit	0.0	0
ctg2586	5129	0.3157	0	1.2823	no-hit	0.0	0
ctg2669	5365	0.2915	0	0.0	no-hit	0.0	0
ctg2680	5094	0.2898	0	0.0	no-hit	0.0	0
ctg2621	5155	0.3143	0	0.0	no-hit	0.0	0
ctg2675	4665	0.343	0	0.0	no-hit	0.0	0
ctg2502	5766	0.2973	0	0.0	no-hit	0.0	0
ctg2676	5000	0.3212	0	0.0	no-hit	0.0	0
ctg2598	5306	0.3174	0	0.0	no-hit	0.0	0
ctg2628	2599	0.0265	0	0.0	no-hit	0.0	0
ctg2788	3117	0.0115	0	0.0	no-hit	0.0	0
ctg2809	6549	0.2906	0	0.0	no-hit	0.0	0
ctg2734	4428	0.3216	0	1.4853	no-hit	0.0	0
ctg2666	4230	0.327	0	0.0	no-hit	0.0	0
ctg2776	8997	0.3453	0	0.0	no-hit	0.0	0
ctg1052	24954	0.3189	0	0.0	no-hit	0.0	0
ctg1011	17478	0.2482	0	0.0	no-hit	0.0	0
ctg2862	4506	0.484	0	0.0	no-hit	0.0	0
ctg1176	8848	0.3655	0	0.0	no-hit	0.0	0
ctg1089	21874	0.3317	0	0.0	no-hit	0.0	0
ctg1146	20761	0.2955	0	0.0	no-hit	0.0	0
ctg2770	9795	0.054	0	1181.7658	no-hit	0.0	0
ctg1152	17518	0.2865	0	0.0	no-hit	0.0	0
ctg1213	16404	0.3178	0	0.0	no-hit	0.0	0
ctg1211	14946	0.3058	0	0.44	no-hit	0.0	0
ctg1281	18288	0.3159	0	0.0	no-hit	0.0	0
ctg1418	10856	0.3395	0	0.0	no-hit	0.0	0
ctg1287	17885	0.2932	0	0.0	no-hit	0.0	0
ctg2784	5448	0.0956	0	290.9398	no-hit	0.0	0
ctg1430	16494	0.3735	0	0.0	no-hit	0.0	0
ctg1517	13886	0.3029	0	0.0	no-hit	0.0	0
ctg1405	17532	0.2894	0	0.3751	no-hit	0.0	0
ctg1422	16147	0.2993	0	0.0	no-hit	0.0	0
ctg1524	13281	0.3283	0	0.0	no-hit	0.0	0
ctg1519	14013	0.3264	0	1.408	no-hit	0.0	0
ctg1541	13812	0.3436	0	0.0	no-hit	0.0	0
ctg1385	11134	0.2879	0	0.0	no-hit	0.0	0
ctg1448	3765	0.0011	0	0.0	no-hit	0.0	0
ctg1569	13635	0.3107	0	0.0	no-hit	0.0	0
ctg1359	16505	0.3085	0	0.0	no-hit	0.0	0
ctg1548	14029	0.3317	0	0.4688	no-hit	0.0	0
ctg1595	12965	0.3171	0	1.0146	no-hit	0.0	0
ctg1624	13238	0.2747	0	0.0	no-hit	0.0	0
ctg1577	12424	0.3224	0	0.0	no-hit	0.0	0
ctg1646	12941	0.3252	0	0.5082	no-hit	0.0	0
ctg1664	11143	0.3874	0	0.0	no-hit	0.0	0
ctg1644	11388	0.2951	0	0.0	no-hit	0.0	0
ctg1663	11792	0.313	0	0.0	no-hit	0.0	0
ctg1701	12689	0.3204	0	0.5183	no-hit	0.0	0
ctg1752	12340	0.3814	0	0.0	no-hit	0.0	0
ctg1683	12935	0.3505	0	1.0169	no-hit	0.0	0
ctg1712	10839	0.3793	0	0.0	no-hit	0.0	0
ctg1755	10559	0.3333	0	0.6229	no-hit	0.0	0
ctg1698	9814	0.322	0	0.0	no-hit	0.0	0
ctg1722	12196	0.3106	0	0.0	no-hit	0.0	0
ctg1810	10906	0.3018	0	0.0	no-hit	0.0	0
ctg1842	5947	0.3207	0	0.0	no-hit	0.0	0
ctg1833	10313	0.3702	0	0.0	no-hit	0.0	0
ctg1659	11173	0.3124	0	0.0	no-hit	0.0	0
ctg1870	8003	0.3387	0	0.0	no-hit	0.0	0
ctg1867	11038	0.2993	0	0.0	no-hit	0.0	0
ctg1875	10720	0.3268	0	1.8406	no-hit	0.0	0
ctg1884	10560	0.2965	0	0.0	no-hit	0.0	0
ctg2312	2603	0.0327	0	128.8603	no-hit	0.0	0
ctg1807	9629	0.2993	0	0.0	no-hit	0.0	0
ctg1823	8656	0.3221	0	0.7598	no-hit	0.0	0
ctg1899	9803	0.2761	0	0.0	no-hit	0.0	0
ctg1896	10011	0.3082	0	0.657	no-hit	0.0	0
ctg1877	10722	0.2793	0	0.0	no-hit	0.0	0
ctg1895	9895	0.3101	0	0.0	no-hit	0.0	0
ctg1926	9498	0.3527	0	0.0	no-hit	0.0	0
ctg1855	10018	0.2347	0	0.0	no-hit	0.0	0
ctg1946	9832	0.3194	0	0.0	no-hit	0.0	0
ctg1968	7717	0.3329	0	0.0	no-hit	0.0	0
ctg1957	9558	0.3183	0	0.0	no-hit	0.0	0
ctg1950	9685	0.2886	0	0.0	no-hit	0.0	0
ctg2100	2135	0.2937	0	0.0	no-hit	0.0	0
ctg1971	9341	0.3091	0	0.0	no-hit	0.0	0
ctg1963	9485	0.3464	0	0.6934	no-hit	0.0	0
ctg1958	9923	0.3086	0	0.0	no-hit	0.0	0
ctg1992	9311	0.3223	0	0.0	no-hit	0.0	0
ctg1997	9766	0.2832	0	0.0	no-hit	0.0	0
ctg2861	6364	0.4213	0	1840.5895	no-hit	0.0	0
ctg1925	9646	0.3027	0	0.0	no-hit	0.0	0
ctg2000	8807	0.3299	0	0.0	no-hit	0.0	0
ctg2004	9183	0.3466	0	0.7162	no-hit	0.0	0
ctg1959	8724	0.2917	0	0.7539	no-hit	0.0	0
ctg2023	9267	0.2928	0	0.7097	no-hit	0.0	0
ctg2033	7894	0.3495	0	0.0	no-hit	0.0	0
ctg2035	8535	0.3249	0	0.0	no-hit	0.0	0
ctg1987	9218	0.3085	0	0.0	no-hit	0.0	0
ctg1996	9176	0.3072	0	1.4335	no-hit	0.0	0
ctg2062	7218	0.3006	0	0.0	no-hit	0.0	0
ctg2019	8974	0.329	0	0.0	no-hit	0.0	0
ctg1949	8986	0.3418	0	0.0	no-hit	0.0	0
ctg2036	9429	0.3448	0	0.0	no-hit	0.0	0
ctg2071	7112	0.2826	0	0.0	no-hit	0.0	0
ctg2061	7646	0.2826	0	0.8602	no-hit	0.0	0
ctg2794	2668	0.0367	0	4.9302	no-hit	0.0	0
ctg2129	8373	0.3151	0	0.0	no-hit	0.0	0
ctg2237	362	0.5083	0	0.0	no-hit	0.0	0
ctg2104	8687	0.3298	0	0.7571	no-hit	0.0	0
ctg2085	7853	0.3069	0	0.0	no-hit	0.0	0
ctg2078	8852	0.3101	0	0.0	no-hit	0.0	0
ctg2042	7173	0.2122	0	0.0	no-hit	0.0	0
ctg2194	2275	0.0418	0	0.0	no-hit	0.0	0
ctg2110	8338	0.3988	0	0.0	no-hit	0.0	0
ctg2105	8524	0.3338	0	0.0	no-hit	0.0	0
ctg2165	8388	0.3132	0	0.0	no-hit	0.0	0
ctg2179	7802	0.3097	0	0.0	no-hit	0.0	0
ctg2074	9049	0.341	0	0.7268	no-hit	0.0	0
ctg2080	7205	0.3246	0	1.8257	no-hit	0.0	0
ctg2122	6389	0.3231	0	0.0	no-hit	0.0	0
ctg2150	7881	0.2841	0	0.0	no-hit	0.0	0
ctg2144	7474	0.2637	0	0.0	no-hit	0.0	0
ctg2030	6282	0.2182	0	0.0	no-hit	0.0	0
ctg2170	7887	0.3076	0	0.0	no-hit	0.0	0
ctg2205	7996	0.3112	0	0.0	no-hit	0.0	0
ctg2493	2458	0.2657	0	0.0	no-hit	0.0	0
ctg2248	6504	0.3363	0	0.0	no-hit	0.0	0
ctg2189	7678	0.342	0	0.0	no-hit	0.0	0
ctg2167	7990	0.3448	0	0.0	no-hit	0.0	0
ctg2216	6676	0.3078	0	0.0	no-hit	0.0	0
ctg2183	8585	0.3821	0	0.0	no-hit	0.0	0
ctg2017	8865	0.3215	0	0.0	no-hit	0.0	0
ctg2119	7677	0.3146	0	4.2835	no-hit	0.0	0
ctg2243	7480	0.3209	0	0.0	no-hit	0.0	0
ctg2261	6771	0.3115	0	0.0	no-hit	0.0	0
ctg2242	7674	0.3808	0	0.0	no-hit	0.0	0
ctg2269	7382	0.312	0	0.0	no-hit	0.0	0
ctg2221	7808	0.3221	0	0.0	no-hit	0.0	0
ctg2303	5713	0.3109	0	0.0	no-hit	0.0	0
ctg2272	5169	0.3502	0	0.0	no-hit	0.0	0
ctg2140	7783	0.3299	0	0.0	no-hit	0.0	0
ctg2313	7276	0.2982	0	0.0	no-hit	0.0	0
ctg2274	7242	0.2726	0	0.0	no-hit	0.0	0
ctg2191	8400	0.3086	0	0.783	no-hit	0.0	0
ctg2226	5137	0.3191	0	1.2803	no-hit	0.0	0
ctg2273	7137	0.3221	0	0.0	no-hit	0.0	0
ctg2293	6141	0.3281	0	0.0	no-hit	0.0	0
ctg2396	6263	0.2935	0	0.0	no-hit	0.0	0
ctg2306	6574	0.3059	0	0.0	no-hit	0.0	0
ctg2335	6710	0.2802	0	0.0	no-hit	0.0	0
ctg2331	6608	0.3086	0	0.0	no-hit	0.0	0
ctg2344	7020	0.3063	0	0.0	no-hit	0.0	0
ctg2282	6142	0.2875	0	0.0	no-hit	0.0	0
ctg2368	5158	0.2765	0	0.0	no-hit	0.0	0
ctg2418	6374	0.3114	0	0.0	no-hit	0.0	0
ctg2267	6669	0.3318	0	0.0	no-hit	0.0	0
ctg2296	7044	0.3125	0	0.0	no-hit	0.0	0
ctg2333	6351	0.308	0	0.0	no-hit	0.0	0
ctg2412	6250	0.3453	0	0.0	no-hit	0.0	0
ctg2403	5987	0.3392	0	0.0	no-hit	0.0	0
ctg2471	6131	0.5741	0	0.0	Arthropoda	10656.0	0
ctg2689	2752	0.3143	0	0.0	no-hit	0.0	0
ctg2259	7404	0.3077	0	0.0	no-hit	0.0	0
ctg2408	6292	0.3322	0	0.0	no-hit	0.0	0
ctg2420	6823	0.3408	0	0.0	no-hit	0.0	0
ctg2415	6524	0.3139	0	0.0	no-hit	0.0	0
ctg2476	4872	0.2525	0	0.0	no-hit	0.0	0
ctg2747	1912	0.3133	0	0.0	no-hit	0.0	0
ctg2488	5940	0.3458	0	0.0	no-hit	0.0	0
ctg2513	5201	0.3165	0	0.0	no-hit	0.0	0
ctg2441	5649	0.2643	0	0.0	no-hit	0.0	0
ctg2202	7092	0.2761	0	0.0	no-hit	0.0	0
ctg2447	5783	0.2919	0	0.0	no-hit	0.0	0
ctg2475	6113	0.3298	0	1.0759	no-hit	0.0	0
ctg2469	5174	0.3605	0	0.0	no-hit	0.0	0
ctg2744	2572	0.1956	0	0.0	no-hit	0.0	0
ctg2356	6736	0.3365	0	0.9764	no-hit	0.0	0
ctg2435	5755	0.3326	0	27.4277	no-hit	0.0	0
ctg2404	5469	0.316	0	0.0	no-hit	0.0	0
ctg2399	6195	0.348	0	0.0	no-hit	0.0	0
ctg2479	5636	0.3311	0	0.0	no-hit	0.0	0
ctg2490	6023	0.3096	0	1.092	no-hit	0.0	0
ctg2549	4881	0.3866	0	0.0	no-hit	0.0	0
ctg2570	5211	0.3299	0	0.0	no-hit	0.0	0
ctg2503	5512	0.3293	0	0.0	no-hit	0.0	0
ctg2486	5718	0.3302	0	0.0	no-hit	0.0	0
ctg2430	6458	0.3009	0	1.0184	no-hit	0.0	0
ctg2504	5462	0.327	0	0.0	no-hit	0.0	0
ctg2509	5789	0.3382	0	0.0	no-hit	0.0	0
ctg2512	6132	0.3454	0	0.0	no-hit	0.0	0
ctg2516	5157	0.3339	0	2.5507	no-hit	0.0	0
ctg2594	5290	0.3049	0	0.0	no-hit	0.0	0
ctg2551	5330	0.3182	0	0.0	no-hit	0.0	0
ctg2588	5411	0.3084	0	0.0	no-hit	0.0	0
ctg2612	5114	0.3524	0	0.0	no-hit	0.0	0
ctg2569	5525	0.3499	0	0.0	no-hit	0.0	0
ctg2470	5046	0.3078	0	2.6068	no-hit	0.0	0
ctg2636	5366	0.3013	0	0.0	no-hit	0.0	0
ctg2605	5014	0.3474	0	0.0	no-hit	0.0	0
ctg2577	5552	0.3062	0	0.0	no-hit	0.0	0
ctg2528	5289	0.2955	0	0.0	no-hit	0.0	0
ctg2663	4857	0.3243	0	0.0	no-hit	0.0	0
ctg2726	2354	0.3016	0	0.0	no-hit	0.0	0
ctg2658	5012	0.3158	0	0.0	no-hit	0.0	0
ctg2641	4989	0.3269	0	0.0	no-hit	0.0	0
ctg2704	3815	0.264	0	0.0	no-hit	0.0	0
ctg2619	4866	0.3031	0	0.0	no-hit	0.0	0
ctg2514	5767	0.3388	0	0.0	no-hit	0.0	0
ctg2665	4408	0.2813	0	0.0	no-hit	0.0	0
ctg2662	4670	0.2848	0	0.0	no-hit	0.0	0
ctg2693	5079	0.3566	0	0.0	Arthropoda	222.0	0
ctg2649	5255	0.3353	0	0.0	no-hit	0.0	0
ctg2578	5082	0.327	0	2.5883	no-hit	0.0	0
ctg2517	5483	0.3088	0	1.1995	no-hit	0.0	0
ctg2696	4827	0.3209	0	0.0	no-hit	0.0	0
ctg2742	4083	0.3343	0	0.0	no-hit	0.0	0
ctg2673	4881	0.2811	0	0.0	no-hit	0.0	0
ctg2659	5269	0.3314	0	0.0	no-hit	0.0	0
ctg2699	4975	0.391	0	0.0	no-hit	0.0	0
ctg2617	5122	0.2917	0	3.8522	no-hit	0.0	0
ctg2606	5166	0.3428	0	0.0	no-hit	0.0	0
ctg2698	4728	0.2934	0	0.0	no-hit	0.0	0
ctg2688	4778	0.3414	0	0.0	no-hit	0.0	0
ctg2705	4689	0.3472	0	0.0	no-hit	0.0	0
ctg2573	5345	0.3216	0	0.0	no-hit	0.0	0
ctg2686	5459	0.3501	0	0.0	no-hit	0.0	0
ctg2674	4616	0.393	0	0.0	no-hit	0.0	0
ctg2712	5010	0.296	0	0.0	no-hit	0.0	0
ctg2695	4751	0.2976	0	0.0	no-hit	0.0	0
ctg2707	4590	0.3427	0	0.0	no-hit	0.0	0
ctg2746	4978	0.3118	0	0.0	no-hit	0.0	0
ctg2710	4843	0.293	0	0.0	no-hit	0.0	0
ctg2703	4748	0.322	0	0.0	no-hit	0.0	0
ctg2602	4018	0.3213	0	0.0	no-hit	0.0	0
ctg2743	4909	0.3009	0	0.0	no-hit	0.0	0
ctg2711	5573	0.3081	0	0.0	no-hit	0.0	0
ctg2730	5073	0.4007	0	0.0	no-hit	0.0	0
ctg2845	7362	0.3028	0	0.0	no-hit	0.0	0
ctg2737	3988	0.2643	0	0.0	no-hit	0.0	0
ctg2670	4247	0.3099	0	0.0	no-hit	0.0	0
ctg2692	4212	0.3765	0	4.6844	no-hit	0.0	0
ctg2750	5266	0.3297	0	0.0	no-hit	0.0	0
ctg2720	4698	0.2959	0	0.0	no-hit	0.0	0
ctg2745	4931	0.3078	0	0.0	no-hit	0.0	0
ctg2748	4381	0.2577	0	7.5062	no-hit	0.0	0
ctg2852	5624	0.096	0	657.2252	Arthropoda	18936.0	1
ctg2807	4842	0.2997	0	160.2804	no-hit	0.0	0
ctg2040	180	0.6889	0	0.0	no-hit	0.0	0
ctg1938	222	0.3108	0	0.0	no-hit	0.0	0
ctg922	622	0.3215	0	31.7215	no-hit	0.0	0
ctg2124	398	0.2965	0	0.0	no-hit	0.0	0
ctg1240	1931	0.9881	0	517.7075	no-hit	0.0	0
ctg2520	578	0.2855	0	0.0	no-hit	0.0	0
ctg1110	3149	0.329	0	160.8204	no-hit	0.0	0
ctg2713	4096	0.3979	0	0.0	no-hit	0.0	0
ctg2280	281	0.2384	0	0.0	no-hit	0.0	0
ctg2839	325	0.2769	0	40.4734	no-hit	0.0	0
ctg2363	326	0.3742	0	0.0	no-hit	0.0	0
ctg2527	124	0.2419	0	0.0	no-hit	0.0	0
ctg2771	654	0.2752	0	130.7341	no-hit	0.0	0
ctg2677	183	0.2623	0	0.0	no-hit	0.0	0
ctg2291	279	0.3871	0	0.0	no-hit	0.0	0
ctg2777	335	0.206	0	0.0	no-hit	0.0	0
ctg2793	290	0.2517	0	22.6791	no-hit	0.0	0
ctg2615	1832	0.994	0	269.252	no-hit	0.0	0
ctg2799	2415	0.641	0	35.4038	no-hit	0.0	0
ctg2631	595	0.2303	0	0.0	no-hit	0.0	0
ctg2013	1795	0.2808	0	0.0	no-hit	0.0	0
ctg2609	1826	0.27	0	0.0	no-hit	0.0	0
ctg2644	249	0.3494	0	0.0	no-hit	0.0	0
ctg2117	350	0.2314	0	0.0	no-hit	0.0	0
ctg2466	1416	0.2627	0	9.2894	no-hit	0.0	0
ctg2427	2370	0.357	0	0.0	no-hit	0.0	0
ctg2432	5746	0.3148	0	0.0	no-hit	0.0	0
ctg2766	2458	0.2681	0	29.433	no-hit	0.0	0
