gene,seq,b.status.final,transcripts
g14125,scaffold_3,A,g14125.t1
g14164,scaffold_3,A,g14164.t1
g14310,scaffold_3,A,g14310.t1
g14265,scaffold_3,A,g14265.t1
g14277,scaffold_3,A,g14277.t1
g14278,scaffold_3,A,g14278.t1
g14279,scaffold_3,A,g14279.t1
g14242,scaffold_3,A,g14242.t1
g14243,scaffold_3,A,g14243.t1
g14171,scaffold_3,A,g14171.t1
g14209,scaffold_3,A,g14209.t1
g14283,scaffold_3,A,g14283.t1
g14282,scaffold_3,A,g14282.t1
g14174,scaffold_3,A,g14174.t1
g14285,scaffold_3,A,g14285.t1
g14211,scaffold_3,A,g14211.t1
g14289,scaffold_3,A,g14289.t1
g14214,scaffold_3,A,g14214.t1
g14143,scaffold_3,A,g14143.t1
g14215,scaffold_3,A,g14215.t1
g14290,scaffold_3,A,g14290.t1
g14254,scaffold_3,A,g14254.t1
g14182,scaffold_3,A,g14182.t1
g14182,scaffold_3,A,g14182.t2
g14293,scaffold_3,A,g14293.t1
g14259,scaffold_3,A,g14259.t1
g14150,scaffold_3,A,g14150.t1
g14298,scaffold_3,A,g14298.t1
g14188,scaffold_3,A,g14188.t1
g14151,scaffold_3,A,g14151.t1
g14227,scaffold_3,A,g14227.t1
g14225,scaffold_3,A,g14225.t1
g14154,scaffold_3,A,g14154.t1
g14264,scaffold_3,A,g14264.t1
g14228,scaffold_3,A,g14228.t1
g14230,scaffold_3,A,g14230.t1
g14157,scaffold_3,A,g14157.t1
g14160,scaffold_3,A,g14160.t1
g14123,scaffold_3,A,g14123.t1
g14198,scaffold_3,A,g14198.t1
g14305,scaffold_3,A,g14305.t1
g14271,scaffold_3,A,g14271.t1
g14126,scaffold_3,A,g14126.t1
g14127,scaffold_3,A,g14127.t1
g14237,scaffold_3,A,g14237.t1
g14128,scaffold_3,A,g14128.t1
g14240,scaffold_3,A,g14240.t1
g14132,scaffold_3,A,g14132.t1
g14204,scaffold_3,A,g14204.t1
g14133,scaffold_3,A,g14133.t1
g14170,scaffold_3,A,g14170.t1
g14135,scaffold_3,A,g14135.t1
g14208,scaffold_3,A,g14208.t1
g14207,scaffold_3,A,g14207.t1
g14136,scaffold_3,A,g14136.t1
g14136,scaffold_3,A,g14136.t2
g14136,scaffold_3,A,g14136.t3
g14246,scaffold_3,A,g14246.t1
g14247,scaffold_3,A,g14247.t1
g14177,scaffold_3,A,g14177.t1
g14287,scaffold_3,A,g14287.t1
g14141,scaffold_3,A,g14141.t1
g14141,scaffold_3,A,g14141.t2
g14252,scaffold_3,A,g14252.t1
g14286,scaffold_3,A,g14286.t1
g14286,scaffold_3,A,g14286.t2
g14181,scaffold_3,A,g14181.t1
g14218,scaffold_3,A,g14218.t1
g14218,scaffold_3,A,g14218.t2
g14255,scaffold_3,A,g14255.t1
g14146,scaffold_3,A,g14146.t1
g14147,scaffold_3,A,g14147.t1
g14257,scaffold_3,A,g14257.t1
g14257,scaffold_3,A,g14257.t2
g14220,scaffold_3,A,g14220.t1
g14297,scaffold_3,A,g14297.t1
g14152,scaffold_3,A,g14152.t1
g14261,scaffold_3,A,g14261.t1
g14299,scaffold_3,A,g14299.t1
g14226,scaffold_3,A,g14226.t1
g14191,scaffold_3,A,g14191.t1
g14267,scaffold_3,A,g14267.t1
g14266,scaffold_3,A,g14266.t1
g14268,scaffold_3,A,g14268.t1
g14232,scaffold_3,A,g14232.t1
g14124,scaffold_3,A,g14124.t1
g14124,scaffold_3,A,g14124.t2
g14233,scaffold_3,A,g14233.t1
g14307,scaffold_3,A,g14307.t1
g14309,scaffold_3,A,g14309.t1
g14272,scaffold_3,A,g14272.t1
g14274,scaffold_3,A,g14274.t1
g14167,scaffold_3,A,g14167.t1
g14166,scaffold_3,A,g14166.t1
g14168,scaffold_3,A,g14168.t1
g14276,scaffold_3,A,g14276.t1
g14131,scaffold_3,A,g14131.t1
g14241,scaffold_3,A,g14241.t1
g14280,scaffold_3,A,g14280.t1
g14244,scaffold_3,A,g14244.t1
g14315,scaffold_3,A,g14315.t1
g14172,scaffold_3,A,g14172.t1
g14185,scaffold_3,A,g14185.t1
g14212,scaffold_3,A,g14212.t1
g14284,scaffold_3,A,g14284.t1
g14213,scaffold_3,A,g14213.t1
g14288,scaffold_3,A,g14288.t1
g14251,scaffold_3,A,g14251.t1
g14300,scaffold_3,A,g14300.t1
g14263,scaffold_3,A,g14263.t1
g14142,scaffold_3,A,g14142.t1
g14142,scaffold_3,A,g14142.t2
g14291,scaffold_3,A,g14291.t1
g14292,scaffold_3,A,g14292.t1
g14183,scaffold_3,A,g14183.t1
g14222,scaffold_3,A,g14222.t1
g14270,scaffold_3,A,g14270.t1
g14260,scaffold_3,A,g14260.t1
g14187,scaffold_3,A,g14187.t1
g14296,scaffold_3,A,g14296.t1
g14186,scaffold_3,A,g14186.t1
g14189,scaffold_3,A,g14189.t1
g14311,scaffold_3,A,g14311.t1
g14202,scaffold_3,A,g14202.t1
g14156,scaffold_3,A,g14156.t1
g14193,scaffold_3,A,g14193.t1
g14304,scaffold_3,A,g14304.t1
g14231,scaffold_3,A,g14231.t1
g14306,scaffold_3,A,g14306.t1
g14205,scaffold_3,A,g14205.t1
g14235,scaffold_3,A,g14235.t1
g14173,scaffold_3,A,g14173.t1
g14200,scaffold_3,A,g14200.t1
g14163,scaffold_3,A,g14163.t1
g14273,scaffold_3,A,g14273.t1
g14178,scaffold_3,A,g14178.t1
g14130,scaffold_3,A,g14130.t1
g14130,scaffold_3,A,g14130.t2
g14313,scaffold_3,A,g14313.t1
g14314,scaffold_3,A,g14314.t1
g14206,scaffold_3,A,g14206.t1
g14316,scaffold_3,A,g14316.t1
g14195,scaffold_3,A,g14195.t1
g14295,scaffold_3,A,g14295.t1
g14221,scaffold_3,A,g14221.t1
g14294,scaffold_3,A,g14294.t1
g14223,scaffold_3,A,g14223.t1
g14250,scaffold_3,A,g14250.t1
g14176,scaffold_3,A,g14176.t1
g14203,scaffold_3,A,g14203.t1
g14301,scaffold_3,A,g14301.t1
g14190,scaffold_3,A,g14190.t1
g14180,scaffold_3,A,g14180.t1
g14197,scaffold_3,A,g14197.t1
g14196,scaffold_3,A,g14196.t1
g14184,scaffold_3,A,g14184.t1
g14303,scaffold_3,A,g14303.t1
g14302,scaffold_3,A,g14302.t1
g14201,scaffold_3,A,g14201.t1
g14236,scaffold_3,A,g14236.t1
g14312,scaffold_3,A,g14312.t1
g14194,scaffold_3,A,g14194.t1
g22364,scaffold_30,A,g22364.t1
g22326,scaffold_30,A,g22326.t1
g22327,scaffold_30,A,g22327.t1
g22327,scaffold_30,A,g22327.t2
g22363,scaffold_30,A,g22363.t1
g22338,scaffold_30,A,g22338.t1
g22373,scaffold_30,A,g22373.t1
g22336,scaffold_30,A,g22336.t1
g22344,scaffold_30,A,g22344.t1
g22342,scaffold_30,A,g22342.t1
g22362,scaffold_30,A,g22362.t1
g22353,scaffold_30,A,g22353.t1
g22375,scaffold_30,A,g22375.t1
g22335,scaffold_30,A,g22335.t1
g22335,scaffold_30,A,g22335.t2
g22335,scaffold_30,A,g22335.t3
g22387,scaffold_30,A,g22387.t1
g22377,scaffold_30,A,g22377.t1
g22352,scaffold_30,A,g22352.t1
g22395,scaffold_30,A,g22395.t1
g22379,scaffold_30,A,g22379.t1
g22323,scaffold_30,A,g22323.t1
g22321,scaffold_30,A,g22321.t1
g22355,scaffold_30,A,g22355.t1
g22337,scaffold_30,A,g22337.t1
g22383,scaffold_30,A,g22383.t1
g22360,scaffold_30,A,g22360.t1
g22325,scaffold_30,A,g22325.t1
g22367,scaffold_30,A,g22367.t1
g22351,scaffold_30,A,g22351.t1
g22341,scaffold_30,A,g22341.t1
g22328,scaffold_30,A,g22328.t1
g22347,scaffold_30,A,g22347.t1
g22333,scaffold_30,A,g22333.t1
g22329,scaffold_30,A,g22329.t1
g22329,scaffold_30,A,g22329.t2
g22322,scaffold_30,A,g22322.t1
g22371,scaffold_30,A,g22371.t1
g22324,scaffold_30,A,g22324.t1
g22392,scaffold_30,A,g22392.t1
g22374,scaffold_30,A,g22374.t1
g22385,scaffold_30,A,g22385.t1
g22386,scaffold_30,A,g22386.t1
g22340,scaffold_30,A,g22340.t1
g22365,scaffold_30,A,g22365.t1
g22365,scaffold_30,A,g22365.t2
g22339,scaffold_30,A,g22339.t1
g22339,scaffold_30,A,g22339.t2
g22334,scaffold_30,A,g22334.t1
g22320,scaffold_30,A,g22320.t1
g22320,scaffold_30,A,g22320.t2
g22378,scaffold_30,A,g22378.t1
g22389,scaffold_30,A,g22389.t1
g22319,scaffold_30,A,g22319.t1
g22370,scaffold_30,A,g22370.t1
g22372,scaffold_30,A,g22372.t1
g22393,scaffold_30,A,g22393.t1
g22361,scaffold_30,A,g22361.t1
g22350,scaffold_30,A,g22350.t1
g22349,scaffold_30,A,g22349.t1
g22384,scaffold_30,A,g22384.t1
g22354,scaffold_30,A,g22354.t1
g22343,scaffold_30,A,g22343.t1
g22332,scaffold_30,A,g22332.t1
g22391,scaffold_30,A,g22391.t1
g22382,scaffold_30,A,g22382.t1
g22382,scaffold_30,A,g22382.t2
g22345,scaffold_30,A,g22345.t1
g22348,scaffold_30,A,g22348.t1
g22346,scaffold_30,A,g22346.t1
g22331,scaffold_30,A,g22331.t1
g22380,scaffold_30,A,g22380.t1
g22359,scaffold_30,A,g22359.t1
g22356,scaffold_30,A,g22356.t1
g22394,scaffold_30,A,g22394.t1
g22369,scaffold_30,A,g22369.t1
g22388,scaffold_30,A,g22388.t1
g22376,scaffold_30,A,g22376.t1
g22368,scaffold_30,A,g22368.t1
g22357,scaffold_30,A,g22357.t1
g22358,scaffold_30,A,g22358.t1
g22366,scaffold_30,A,g22366.t1
g22390,scaffold_30,A,g22390.t1
g22381,scaffold_30,A,g22381.t1
g22330,scaffold_30,A,g22330.t1
g5102,scaffold_300,A,g5102.t1
g5097,scaffold_300,A,g5097.t1
g5095,scaffold_300,A,g5095.t1
g5096,scaffold_300,A,g5096.t1
g5096,scaffold_300,A,g5096.t2
g5121,scaffold_300,A,g5121.t1
g5114,scaffold_300,A,g5114.t1
g5108,scaffold_300,A,g5108.t1
g5087,scaffold_300,A,g5087.t1
g5087,scaffold_300,A,g5087.t2
g5101,scaffold_300,A,g5101.t1
g5094,scaffold_300,A,g5094.t1
g5118,scaffold_300,A,g5118.t1
g5086,scaffold_300,A,g5086.t1
g5093,scaffold_300,A,g5093.t1
g5109,scaffold_300,A,g5109.t1
g5122,scaffold_300,A,g5122.t1
g5115,scaffold_300,A,g5115.t1
g5120,scaffold_300,A,g5120.t1
g5099,scaffold_300,A,g5099.t1
g5100,scaffold_300,A,g5100.t1
g5107,scaffold_300,A,g5107.t1
g5112,scaffold_300,A,g5112.t1
g5104,scaffold_300,A,g5104.t1
g5105,scaffold_300,A,g5105.t1
g5113,scaffold_300,A,g5113.t1
g5117,scaffold_300,A,g5117.t1
g5089,scaffold_300,A,g5089.t1
g5119,scaffold_300,A,g5119.t1
g5091,scaffold_300,A,g5091.t1
g5123,scaffold_300,A,g5123.t1
g5092,scaffold_300,A,g5092.t1
g5092,scaffold_300,A,g5092.t2
g5116,scaffold_300,A,g5116.t1
g5106,scaffold_300,A,g5106.t1
g5106,scaffold_300,A,g5106.t2
g5088,scaffold_300,A,g5088.t1
g5098,scaffold_300,A,g5098.t1
g5111,scaffold_300,A,g5111.t1
g5103,scaffold_300,A,g5103.t1
g5090,scaffold_300,A,g5090.t1
g5110,scaffold_300,A,g5110.t1
g14664,scaffold_301,A,g14664.t1
g14671,scaffold_301,A,g14671.t1
g14674,scaffold_301,A,g14674.t1
g14665,scaffold_301,A,g14665.t1
g14669,scaffold_301,A,g14669.t1
g14667,scaffold_301,A,g14667.t1
g14663,scaffold_301,A,g14663.t1
g14673,scaffold_301,A,g14673.t1
g14673,scaffold_301,A,g14673.t2
g14670,scaffold_301,A,g14670.t1
g14666,scaffold_301,A,g14666.t1
g14666,scaffold_301,A,g14666.t2
g14668,scaffold_301,A,g14668.t1
g14672,scaffold_301,A,g14672.t1
g14675,scaffold_301,A,g14675.t1
g8970,scaffold_302,A,g8970.t1
g8968,scaffold_302,A,g8968.t1
g8962,scaffold_302,A,g8962.t1
g8974,scaffold_302,A,g8974.t1
g8974,scaffold_302,A,g8974.t2
g8967,scaffold_302,A,g8967.t1
g8960,scaffold_302,A,g8960.t1
g8977,scaffold_302,A,g8977.t1
g8965,scaffold_302,A,g8965.t1
g8961,scaffold_302,A,g8961.t1
g8964,scaffold_302,A,g8964.t1
g8975,scaffold_302,A,g8975.t1
g8969,scaffold_302,A,g8969.t1
g8966,scaffold_302,A,g8966.t1
g8972,scaffold_302,A,g8972.t1
g8976,scaffold_302,A,g8976.t1
g8973,scaffold_302,A,g8973.t1
g8971,scaffold_302,A,g8971.t1
g8963,scaffold_302,A,g8963.t1
g19835,scaffold_303,A,g19835.t1
g19837,scaffold_303,A,g19837.t1
g19836,scaffold_303,A,g19836.t1
g19834,scaffold_303,A,g19834.t1
g19833,scaffold_303,A,g19833.t1
g19831,scaffold_303,A,g19831.t1
g19832,scaffold_303,A,g19832.t1
g4846,scaffold_304,A,g4846.t1
g4841,scaffold_304,A,g4841.t1
g4850,scaffold_304,A,g4850.t1
g4831,scaffold_304,A,g4831.t1
g4849,scaffold_304,A,g4849.t1
g4848,scaffold_304,A,g4848.t1
g4847,scaffold_304,A,g4847.t1
g4833,scaffold_304,A,g4833.t1
g4840,scaffold_304,A,g4840.t1
g4829,scaffold_304,A,g4829.t1
g4851,scaffold_304,A,g4851.t1
g4838,scaffold_304,A,g4838.t1
g4839,scaffold_304,A,g4839.t1
g4835,scaffold_304,A,g4835.t1
g4832,scaffold_304,A,g4832.t1
g4843,scaffold_304,A,g4843.t1
g4845,scaffold_304,A,g4845.t1
g4834,scaffold_304,A,g4834.t1
g4830,scaffold_304,A,g4830.t1
g4842,scaffold_304,A,g4842.t1
g4837,scaffold_304,A,g4837.t1
g4836,scaffold_304,A,g4836.t1
g4844,scaffold_304,A,g4844.t1
g19203,scaffold_305,A,g19203.t1
g19215,scaffold_305,A,g19215.t1
g19193,scaffold_305,A,g19193.t1
g19193,scaffold_305,A,g19193.t2
g19208,scaffold_305,A,g19208.t1
g19207,scaffold_305,A,g19207.t1
g19202,scaffold_305,A,g19202.t1
g19216,scaffold_305,A,g19216.t1
g19213,scaffold_305,A,g19213.t1
g19200,scaffold_305,A,g19200.t1
g19201,scaffold_305,A,g19201.t1
g19210,scaffold_305,A,g19210.t1
g19196,scaffold_305,A,g19196.t1
g19204,scaffold_305,A,g19204.t1
g19222,scaffold_305,A,g19222.t1
g19195,scaffold_305,A,g19195.t1
g19218,scaffold_305,A,g19218.t1
g19205,scaffold_305,A,g19205.t1
g19212,scaffold_305,A,g19212.t1
g19211,scaffold_305,A,g19211.t1
g19209,scaffold_305,A,g19209.t1
g19206,scaffold_305,A,g19206.t1
g19217,scaffold_305,A,g19217.t1
g19221,scaffold_305,A,g19221.t1
g19199,scaffold_305,A,g19199.t1
g19220,scaffold_305,A,g19220.t1
g19214,scaffold_305,A,g19214.t1
g19214,scaffold_305,A,g19214.t2
g19198,scaffold_305,A,g19198.t1
g19197,scaffold_305,A,g19197.t1
g19219,scaffold_305,A,g19219.t1
g19194,scaffold_305,A,g19194.t1
g8950,scaffold_306,A,g8950.t1
g8948,scaffold_306,A,g8948.t1
g8953,scaffold_306,A,g8953.t1
g8958,scaffold_306,A,g8958.t1
g8956,scaffold_306,A,g8956.t1
g8951,scaffold_306,A,g8951.t1
g8957,scaffold_306,A,g8957.t1
g8954,scaffold_306,A,g8954.t1
g8954,scaffold_306,A,g8954.t2
g8954,scaffold_306,A,g8954.t3
g8954,scaffold_306,A,g8954.t4
g8952,scaffold_306,A,g8952.t1
g8955,scaffold_306,A,g8955.t1
g8949,scaffold_306,A,g8949.t1
g8959,scaffold_306,A,g8959.t1
g7839,scaffold_307,A,g7839.t1
g7829,scaffold_307,A,g7829.t1
g7841,scaffold_307,A,g7841.t1
g7846,scaffold_307,A,g7846.t1
g7840,scaffold_307,A,g7840.t1
g7827,scaffold_307,A,g7827.t1
g7828,scaffold_307,A,g7828.t1
g7828,scaffold_307,A,g7828.t2
g7826,scaffold_307,A,g7826.t1
g7838,scaffold_307,A,g7838.t1
g7837,scaffold_307,A,g7837.t1
g7836,scaffold_307,A,g7836.t1
g7845,scaffold_307,A,g7845.t1
g7843,scaffold_307,A,g7843.t1
g7832,scaffold_307,A,g7832.t1
g7834,scaffold_307,A,g7834.t1
g7831,scaffold_307,A,g7831.t1
g7835,scaffold_307,A,g7835.t1
g7842,scaffold_307,A,g7842.t1
g7842,scaffold_307,A,g7842.t2
g7847,scaffold_307,A,g7847.t1
g7830,scaffold_307,A,g7830.t1
g7844,scaffold_307,A,g7844.t1
g7844,scaffold_307,A,g7844.t2
g7844,scaffold_307,A,g7844.t3
g7833,scaffold_307,A,g7833.t1
g8240,scaffold_308,A,g8240.t1
g8257,scaffold_308,A,g8257.t1
g8246,scaffold_308,A,g8246.t1
g8259,scaffold_308,A,g8259.t1
g8267,scaffold_308,A,g8267.t1
g8252,scaffold_308,A,g8252.t1
g8251,scaffold_308,A,g8251.t1
g8265,scaffold_308,A,g8265.t1
g8245,scaffold_308,A,g8245.t1
g8268,scaffold_308,A,g8268.t1
g8239,scaffold_308,A,g8239.t1
g8258,scaffold_308,A,g8258.t1
g8264,scaffold_308,A,g8264.t1
g8243,scaffold_308,A,g8243.t1
g8269,scaffold_308,A,g8269.t1
g8262,scaffold_308,A,g8262.t1
g8242,scaffold_308,A,g8242.t1
g8254,scaffold_308,A,g8254.t1
g8250,scaffold_308,A,g8250.t1
g8256,scaffold_308,A,g8256.t1
g8272,scaffold_308,A,g8272.t1
g8244,scaffold_308,A,g8244.t1
g8253,scaffold_308,A,g8253.t1
g8263,scaffold_308,A,g8263.t1
g8255,scaffold_308,A,g8255.t1
g8248,scaffold_308,A,g8248.t1
g8261,scaffold_308,A,g8261.t1
g8266,scaffold_308,A,g8266.t1
g8247,scaffold_308,A,g8247.t1
g8241,scaffold_308,A,g8241.t1
g8249,scaffold_308,A,g8249.t1
g8260,scaffold_308,A,g8260.t1
g8271,scaffold_308,A,g8271.t1
g8270,scaffold_308,A,g8270.t1
g14724,scaffold_309,A,g14724.t1
g14731,scaffold_309,A,g14731.t1
g14727,scaffold_309,A,g14727.t1
g14727,scaffold_309,A,g14727.t2
g14729,scaffold_309,A,g14729.t1
g14718,scaffold_309,A,g14718.t1
g14734,scaffold_309,A,g14734.t1
g14722,scaffold_309,A,g14722.t1
g14733,scaffold_309,A,g14733.t1
g14723,scaffold_309,A,g14723.t1
g14717,scaffold_309,A,g14717.t1
g14710,scaffold_309,A,g14710.t1
g14726,scaffold_309,A,g14726.t1
g14713,scaffold_309,A,g14713.t1
g14732,scaffold_309,A,g14732.t1
g14716,scaffold_309,A,g14716.t1
g14720,scaffold_309,A,g14720.t1
g14728,scaffold_309,A,g14728.t1
g14721,scaffold_309,A,g14721.t1
g14721,scaffold_309,A,g14721.t2
g14725,scaffold_309,A,g14725.t1
g14711,scaffold_309,A,g14711.t1
g14712,scaffold_309,A,g14712.t1
g14715,scaffold_309,A,g14715.t1
g14719,scaffold_309,A,g14719.t1
g14730,scaffold_309,A,g14730.t1
g14714,scaffold_309,A,g14714.t1
g3878,scaffold_31,A,g3878.t1
g3877,scaffold_31,A,g3877.t1
g3876,scaffold_31,A,g3876.t1
g3883,scaffold_31,A,g3883.t1
g3846,scaffold_31,A,g3846.t1
g3856,scaffold_31,A,g3856.t1
g3875,scaffold_31,A,g3875.t1
g3866,scaffold_31,A,g3866.t1
g3874,scaffold_31,A,g3874.t1
g3853,scaffold_31,A,g3853.t1
g3867,scaffold_31,A,g3867.t1
g3857,scaffold_31,A,g3857.t1
g3879,scaffold_31,A,g3879.t1
g3858,scaffold_31,A,g3858.t1
g3885,scaffold_31,A,g3885.t1
g3848,scaffold_31,A,g3848.t1
g3869,scaffold_31,A,g3869.t1
g3837,scaffold_31,A,g3837.t1
g3841,scaffold_31,A,g3841.t1
g3888,scaffold_31,A,g3888.t1
g3840,scaffold_31,A,g3840.t1
g3851,scaffold_31,A,g3851.t1
g3865,scaffold_31,A,g3865.t1
g3842,scaffold_31,A,g3842.t1
g3855,scaffold_31,A,g3855.t1
g3881,scaffold_31,A,g3881.t1
g3845,scaffold_31,A,g3845.t1
g3882,scaffold_31,A,g3882.t1
g3884,scaffold_31,A,g3884.t1
g3839,scaffold_31,A,g3839.t1
g3849,scaffold_31,A,g3849.t1
g3872,scaffold_31,A,g3872.t1
g3862,scaffold_31,A,g3862.t1
g3887,scaffold_31,A,g3887.t1
g3850,scaffold_31,A,g3850.t1
g3868,scaffold_31,A,g3868.t1
g3889,scaffold_31,A,g3889.t1
g3863,scaffold_31,A,g3863.t1
g3854,scaffold_31,A,g3854.t1
g3870,scaffold_31,A,g3870.t1
g3880,scaffold_31,A,g3880.t1
g3859,scaffold_31,A,g3859.t1
g3838,scaffold_31,A,g3838.t1
g3847,scaffold_31,A,g3847.t1
g3873,scaffold_31,A,g3873.t1
g3886,scaffold_31,A,g3886.t1
g3886,scaffold_31,A,g3886.t2
g3886,scaffold_31,A,g3886.t3
g3860,scaffold_31,A,g3860.t1
g3871,scaffold_31,A,g3871.t1
g3871,scaffold_31,A,g3871.t2
g3843,scaffold_31,A,g3843.t1
g3864,scaffold_31,A,g3864.t1
g3844,scaffold_31,A,g3844.t1
g3852,scaffold_31,A,g3852.t1
g3861,scaffold_31,A,g3861.t1
g3861,scaffold_31,A,g3861.t2
g3861,scaffold_31,A,g3861.t3
g3861,scaffold_31,A,g3861.t4
g3861,scaffold_31,A,g3861.t5
g3950,scaffold_310,A,g3950.t1
g3940,scaffold_310,A,g3940.t1
g3937,scaffold_310,A,g3937.t1
g3955,scaffold_310,A,g3955.t1
g3938,scaffold_310,A,g3938.t1
g3961,scaffold_310,A,g3961.t1
g3936,scaffold_310,A,g3936.t1
g3970,scaffold_310,A,g3970.t1
g3967,scaffold_310,A,g3967.t1
g3941,scaffold_310,A,g3941.t1
g3949,scaffold_310,A,g3949.t1
g3957,scaffold_310,A,g3957.t1
g3939,scaffold_310,A,g3939.t1
g3948,scaffold_310,A,g3948.t1
g3948,scaffold_310,A,g3948.t2
g3954,scaffold_310,A,g3954.t1
g3935,scaffold_310,A,g3935.t1
g3965,scaffold_310,A,g3965.t1
g3966,scaffold_310,A,g3966.t1
g3953,scaffold_310,A,g3953.t1
g3942,scaffold_310,A,g3942.t1
g3942,scaffold_310,A,g3942.t2
g3952,scaffold_310,A,g3952.t1
g3952,scaffold_310,A,g3952.t2
g3956,scaffold_310,A,g3956.t1
g3947,scaffold_310,A,g3947.t1
g3946,scaffold_310,A,g3946.t1
g3959,scaffold_310,A,g3959.t1
g3951,scaffold_310,A,g3951.t1
g3964,scaffold_310,A,g3964.t1
g3963,scaffold_310,A,g3963.t1
g3962,scaffold_310,A,g3962.t1
g3969,scaffold_310,A,g3969.t1
g3945,scaffold_310,A,g3945.t1
g3943,scaffold_310,A,g3943.t1
g3958,scaffold_310,A,g3958.t1
g3944,scaffold_310,A,g3944.t1
g3944,scaffold_310,A,g3944.t2
g3960,scaffold_310,A,g3960.t1
g3968,scaffold_310,A,g3968.t1
g12133,scaffold_311,A,g12133.t1
g12142,scaffold_311,A,g12142.t1
g12134,scaffold_311,A,g12134.t1
g12136,scaffold_311,A,g12136.t1
g12131,scaffold_311,A,g12131.t1
g12132,scaffold_311,A,g12132.t1
g12129,scaffold_311,A,g12129.t1
g12135,scaffold_311,A,g12135.t1
g12138,scaffold_311,A,g12138.t1
g12139,scaffold_311,A,g12139.t1
g12137,scaffold_311,A,g12137.t1
g12141,scaffold_311,A,g12141.t1
g12140,scaffold_311,A,g12140.t1
g12143,scaffold_311,A,g12143.t1
g12130,scaffold_311,A,g12130.t1
g18568,scaffold_312,A,g18568.t1
g18577,scaffold_312,A,g18577.t1
g18554,scaffold_312,A,g18554.t1
g18553,scaffold_312,A,g18553.t1
g18581,scaffold_312,A,g18581.t1
g18557,scaffold_312,A,g18557.t1
g18574,scaffold_312,A,g18574.t1
g18572,scaffold_312,A,g18572.t1
g18570,scaffold_312,A,g18570.t1
g18579,scaffold_312,A,g18579.t1
g18563,scaffold_312,A,g18563.t1
g18566,scaffold_312,A,g18566.t1
g18573,scaffold_312,A,g18573.t1
g18575,scaffold_312,A,g18575.t1
g18556,scaffold_312,A,g18556.t1
g18580,scaffold_312,A,g18580.t1
g18565,scaffold_312,A,g18565.t1
g18558,scaffold_312,A,g18558.t1
g18571,scaffold_312,A,g18571.t1
g18564,scaffold_312,A,g18564.t1
g18560,scaffold_312,A,g18560.t1
g18552,scaffold_312,A,g18552.t1
g18552,scaffold_312,A,g18552.t2
g18582,scaffold_312,A,g18582.t1
g18559,scaffold_312,A,g18559.t1
g18576,scaffold_312,A,g18576.t1
g18569,scaffold_312,A,g18569.t1
g18561,scaffold_312,A,g18561.t1
g18555,scaffold_312,A,g18555.t1
g18551,scaffold_312,A,g18551.t1
g18578,scaffold_312,A,g18578.t1
g18578,scaffold_312,A,g18578.t2
g18567,scaffold_312,A,g18567.t1
g18562,scaffold_312,A,g18562.t1
g14455,scaffold_313,A,g14455.t1
g14439,scaffold_313,A,g14439.t1
g14449,scaffold_313,A,g14449.t1
g14457,scaffold_313,A,g14457.t1
g14456,scaffold_313,A,g14456.t1
g14450,scaffold_313,A,g14450.t1
g14452,scaffold_313,A,g14452.t1
g14447,scaffold_313,A,g14447.t1
g14460,scaffold_313,A,g14460.t1
g14460,scaffold_313,A,g14460.t2
g14442,scaffold_313,A,g14442.t1
g14441,scaffold_313,A,g14441.t1
g14446,scaffold_313,A,g14446.t1
g14445,scaffold_313,A,g14445.t1
g14459,scaffold_313,A,g14459.t1
g14454,scaffold_313,A,g14454.t1
g14453,scaffold_313,A,g14453.t1
g14448,scaffold_313,A,g14448.t1
g14440,scaffold_313,A,g14440.t1
g14444,scaffold_313,A,g14444.t1
g14444,scaffold_313,A,g14444.t2
g14443,scaffold_313,A,g14443.t1
g14458,scaffold_313,A,g14458.t1
g14451,scaffold_313,A,g14451.t1
g18451,scaffold_314,A,g18451.t1
g18447,scaffold_314,A,g18447.t1
g18449,scaffold_314,A,g18449.t1
g18453,scaffold_314,A,g18453.t1
g18446,scaffold_314,A,g18446.t1
g18443,scaffold_314,A,g18443.t1
g18442,scaffold_314,A,g18442.t1
g18445,scaffold_314,A,g18445.t1
g18450,scaffold_314,A,g18450.t1
g18444,scaffold_314,A,g18444.t1
g18452,scaffold_314,A,g18452.t1
g18448,scaffold_314,A,g18448.t1
g18441,scaffold_314,A,g18441.t1
g18440,scaffold_314,A,g18440.t1
g16073,scaffold_315,A,g16073.t1
g16057,scaffold_315,A,g16057.t1
g16072,scaffold_315,A,g16072.t1
g16060,scaffold_315,A,g16060.t1
g16059,scaffold_315,A,g16059.t1
g16071,scaffold_315,A,g16071.t1
g16058,scaffold_315,A,g16058.t1
g16070,scaffold_315,A,g16070.t1
g16074,scaffold_315,A,g16074.t1
g16068,scaffold_315,A,g16068.t1
g16055,scaffold_315,A,g16055.t1
g16066,scaffold_315,A,g16066.t1
g16065,scaffold_315,A,g16065.t1
g16056,scaffold_315,A,g16056.t1
g16062,scaffold_315,A,g16062.t1
g16067,scaffold_315,A,g16067.t1
g16063,scaffold_315,A,g16063.t1
g16061,scaffold_315,A,g16061.t1
g16069,scaffold_315,A,g16069.t1
g16064,scaffold_315,A,g16064.t1
g12732,scaffold_316,A,g12732.t1
g12727,scaffold_316,A,g12727.t1
g12729,scaffold_316,A,g12729.t1
g12730,scaffold_316,A,g12730.t1
g12716,scaffold_316,A,g12716.t1
