gene	gene_len	seq
g12705	3170	scaffold_693
g12706	511	scaffold_693
g12707	520	scaffold_693
g12708	378	scaffold_693
g12709	3000	scaffold_693
g12710	1915	scaffold_693
g12711	230	scaffold_693
g12712	1090	scaffold_693
g12713	1638	scaffold_693
g12714	2699	scaffold_693
g12715	1636	scaffold_693
g12716	2313	scaffold_316
g12717	2432	scaffold_316
g12718	329	scaffold_316
g12719	297	scaffold_316
g12720	197	scaffold_316
g12721	294	scaffold_316
g12722	2801	scaffold_316
g12723	1103	scaffold_316
g12724	1254	scaffold_316
g12725	2268	scaffold_316
g12726	424	scaffold_316
g12727	267	scaffold_316
g12728	310	scaffold_316
g12729	353	scaffold_316
g12730	2532	scaffold_316
g12731	386	scaffold_316
g12732	294	scaffold_316
g12733	170	scaffold_2315
g12734	247	scaffold_2315
g12735	10759	scaffold_657
g12736	2170	scaffold_657
g12737	250	scaffold_657
g12738	2960	scaffold_657
g12739	2326	scaffold_657
g12740	469	scaffold_657
g12741	3803	scaffold_657
g12742	2244	scaffold_1502
g12743	319	scaffold_1917
g12744	265	scaffold_1917
g12745	1043	scaffold_771
g12746	307	scaffold_771
g12747	1065	scaffold_771
g12748	1868	scaffold_771
g12749	212	scaffold_771
g12750	925	scaffold_662
g12751	959	scaffold_662
g12752	1430	scaffold_662
g12753	491	scaffold_662
g12754	256	scaffold_372
g12755	490	scaffold_372
g12756	344	scaffold_372
g12757	578	scaffold_372
g12758	1050	scaffold_372
g12759	1703	scaffold_372
g12760	5013	scaffold_372
g12761	970	scaffold_372
g12762	1553	scaffold_372
g12763	1521	scaffold_372
g12764	307	scaffold_372
g12765	218	scaffold_372
g12766	335	scaffold_372
g12767	424	scaffold_372
g12768	212	scaffold_372
g12769	240	scaffold_372
g12770	235	scaffold_372
g12771	281	scaffold_372
g12772	295	scaffold_372
g12773	518	scaffold_372
g12774	979	scaffold_1146
g12775	260	scaffold_1146
g12776	407	scaffold_1475
g12777	2295	scaffold_1475
g12778	139	scaffold_395
g12779	2652	scaffold_395
g12780	3868	scaffold_395
g12781	2197	scaffold_395
g12782	561	scaffold_395
g12783	932	scaffold_395
g12784	1022	scaffold_395
g12785	1221	scaffold_395
g12786	440	scaffold_395
g12787	1243	scaffold_395
g12788	305	scaffold_395
g12789	338	scaffold_395
g12790	489	scaffold_395
g12791	862	scaffold_1140
g12792	4543	scaffold_1140
g12793	1392	scaffold_2039
g12794	1169	scaffold_1418
g12795	854	scaffold_1418
g12796	311	scaffold_1418
g12797	3120	scaffold_933
g12798	203	scaffold_933
g12799	2989	scaffold_933
g12800	25	scaffold_1467
g12801	281	scaffold_1467
g12802	1352	scaffold_1467
g12803	1396	scaffold_1467
g12804	996	scaffold_1467
g12805	395	scaffold_1467
g12806	303	scaffold_684
g12807	256	scaffold_1036
g12808	277	scaffold_1036
g12809	2349	scaffold_99
g12810	956	scaffold_99
g12811	1153	scaffold_99
g12812	1822	scaffold_99
g12813	987	scaffold_99
g12814	2561	scaffold_99
g12815	1567	scaffold_99
g12816	306	scaffold_99
g12817	662	scaffold_99
g12818	311	scaffold_99
g12819	1020	scaffold_99
g12820	362	scaffold_99
g12821	644	scaffold_99
g12822	1249	scaffold_99
g12823	657	scaffold_99
g12824	503	scaffold_99
g12825	677	scaffold_99
g12826	428	scaffold_99
g12827	271	scaffold_99
g12828	1585	scaffold_99
g12829	1722	scaffold_99
g12830	811	scaffold_99
g12831	1012	scaffold_1551
g12832	1098	scaffold_1551
g12833	2674	scaffold_1551
g12834	1689	scaffold_44
g12835	1118	scaffold_44
g12836	945	scaffold_44
g12837	999	scaffold_44
g12838	354	scaffold_44
g12839	588	scaffold_44
g12840	1124	scaffold_44
g12841	454	scaffold_44
g12842	2561	scaffold_44
g12843	5256	scaffold_44
g12844	221	scaffold_44
g12845	952	scaffold_44
g12846	410	scaffold_44
g12847	823	scaffold_44
g12848	2977	scaffold_44
g12849	476	scaffold_44
g12850	292	scaffold_44
g12851	870	scaffold_44
g12852	572	scaffold_44
g12853	361	scaffold_44
g12854	250	scaffold_44
g12855	278	scaffold_44
g12856	712	scaffold_44
g12857	783	scaffold_44
g12858	1471	scaffold_44
g12859	914	scaffold_44
g12860	320	scaffold_44
g12861	225	scaffold_44
g12862	523	scaffold_44
g12863	2196	scaffold_44
g12864	2169	scaffold_44
g12865	807	scaffold_44
g12866	1261	scaffold_44
g12867	2107	scaffold_44
g12868	267	scaffold_44
g12869	231	scaffold_44
g12870	492	scaffold_44
g12871	264	scaffold_44
g12872	240	scaffold_44
g12873	618	scaffold_44
g12874	370	scaffold_44
g12875	345	scaffold_44
g12876	704	scaffold_44
g12877	851	scaffold_44
g12878	435	scaffold_44
g12879	893	scaffold_44
g12880	276	scaffold_44
g12881	523	scaffold_44
g12882	750	scaffold_44
g12883	2555	scaffold_44
g12884	547	scaffold_44
g12885	997	scaffold_44
g12886	960	scaffold_44
g12887	969	scaffold_44
g12888	608	scaffold_44
g12889	3891	scaffold_44
g12890	1089	scaffold_44
g12891	331	scaffold_44
g12892	881	scaffold_44
g12893	1409	scaffold_44
g12894	1661	scaffold_44
g12895	2015	scaffold_44
g12896	548	scaffold_44
g12897	343	scaffold_44
g12898	1737	scaffold_44
g12899	314	scaffold_44
g12900	876	scaffold_44
g12901	1302	scaffold_44
g12902	1327	scaffold_44
g12903	2705	scaffold_44
g12904	1808	scaffold_44
g12905	1750	scaffold_44
g12906	1679	scaffold_44
g12907	1323	scaffold_44
g12908	263	scaffold_83
g12909	736	scaffold_83
g12910	407	scaffold_83
g12911	226	scaffold_83
g12912	1611	scaffold_83
g12913	628	scaffold_83
g12914	985	scaffold_83
g12915	2089	scaffold_83
g12916	332	scaffold_83
g12917	4672	scaffold_83
g12918	472	scaffold_83
g12919	1137	scaffold_83
g12920	1102	scaffold_83
g12921	276	scaffold_83
g12922	1655	scaffold_83
g12923	6794	scaffold_83
g12924	929	scaffold_83
g12925	1531	scaffold_83
g12926	882	scaffold_83
g12927	1146	scaffold_83
g12928	483	scaffold_83
g12929	821	scaffold_83
g12930	1676	scaffold_83
g12931	1940	scaffold_83
g12932	775	scaffold_83
g12933	2474	scaffold_83
g12934	1842	scaffold_83
g12935	720	scaffold_83
g12936	1476	scaffold_83
g12937	262	scaffold_83
g12938	203	scaffold_83
g12939	262	scaffold_83
g12940	211	scaffold_83
g12941	338	scaffold_83
g12942	367	scaffold_83
g12943	2138	scaffold_83
g12944	475	scaffold_83
g12945	818	scaffold_83
g12946	2452	scaffold_83
g12947	920	scaffold_83
g12948	923	scaffold_83
g12949	929	scaffold_83
g12950	251	scaffold_83
g12951	845	scaffold_83
g12952	821	scaffold_83
g12953	736	scaffold_83
g12954	848	scaffold_83
g12955	659	scaffold_83
g12956	905	scaffold_83
g12957	824	scaffold_83
g12958	815	scaffold_83
g12959	1428	scaffold_83
g12960	208	scaffold_83
g12961	1722	scaffold_83
g12962	3604	scaffold_83
g12963	1103	scaffold_83
g12964	1864	scaffold_83
g12965	621	scaffold_83
g12966	2414	scaffold_83
g12967	2516	scaffold_83
g12968	460	scaffold_83
g12969	3645	scaffold_83
g12970	1332	scaffold_83
g12971	526	scaffold_83
g12972	1365	scaffold_83
g12973	2618	scaffold_83
g12974	2564	scaffold_83
g12975	2656	scaffold_83
g12976	1104	scaffold_83
g12977	822	scaffold_83
g12978	338	scaffold_83
g12979	247	scaffold_1512
g12980	2070	scaffold_2244
g12981	641	scaffold_1594
g12982	635	scaffold_345
g12983	240	scaffold_345
g12984	248	scaffold_345
g12985	280	scaffold_345
g12986	220	scaffold_345
g12987	299	scaffold_345
g12988	196	scaffold_345
g12989	213	scaffold_345
g12990	876	scaffold_345
g12991	3343	scaffold_345
g12992	390	scaffold_345
g12993	1374	scaffold_723
g12994	1368	scaffold_723
g12995	1371	scaffold_723
g12996	1368	scaffold_723
g12997	1374	scaffold_723
g12998	810	scaffold_579
g12999	2420	scaffold_579
g13000	2294	scaffold_579
g13001	734	scaffold_579
g13002	652	scaffold_579
g13003	1033	scaffold_579
g13004	218	scaffold_567
g13005	232	scaffold_567
g13006	2361	scaffold_567
g13007	812	scaffold_567
g13008	623	scaffold_567
g13009	341	scaffold_567
g13010	539	scaffold_567
g13011	224	scaffold_567
g13012	959	scaffold_681
g13013	959	scaffold_681
g13014	4689	scaffold_681
g13015	538	scaffold_681
g13016	1075	scaffold_681
g13017	1543	scaffold_681
g13018	1184	scaffold_681
g13019	1707	scaffold_354
g13020	376	scaffold_354
g13021	615	scaffold_354
g13022	464	scaffold_354
g13023	232	scaffold_354
g13024	1327	scaffold_354
g13025	2057	scaffold_354
g13026	983	scaffold_354
g13027	5791	scaffold_354
g13028	892	scaffold_354
g13029	394	scaffold_354
g13030	827	scaffold_354
g13031	355	scaffold_354
g13032	4991	scaffold_354
g13033	2191	scaffold_354
g13034	2942	scaffold_354
g13035	1420	scaffold_354
g13036	1657	scaffold_354
g13037	1149	scaffold_354
g13038	1381	scaffold_354
g13039	117	scaffold_823
g13040	538	scaffold_823
g13041	738	scaffold_823
g13042	288	scaffold_823
g13043	625	scaffold_823
g13044	459	scaffold_794
g13045	966	scaffold_794
g13046	1529	scaffold_794
g13047	1482	scaffold_794
g13048	219	scaffold_794
g13049	1037	scaffold_794
g13050	1123	scaffold_794
g13051	1848	scaffold_2223
g13052	211	scaffold_410
g13053	2540	scaffold_410
g13054	1362	scaffold_410
g13055	2374	scaffold_410
g13056	3468	scaffold_410
g13057	445	scaffold_410
g13058	529	scaffold_410
g13059	85	scaffold_1619
g13060	2942	scaffold_974
g13061	634	scaffold_13
g13062	1285	scaffold_13
g13063	702	scaffold_13
g13064	1374	scaffold_13
g13065	1244	scaffold_13
g13066	2039	scaffold_13
g13067	262	scaffold_13
g13068	256	scaffold_13
g13069	623	scaffold_13
g13070	424	scaffold_13
g13071	529	scaffold_13
g13072	272	scaffold_13
g13073	695	scaffold_13
g13074	450	scaffold_13
g13075	2198	scaffold_13
g13076	1988	scaffold_13
g13077	1229	scaffold_13
g13078	2078	scaffold_13
g13079	2006	scaffold_13
g13080	1682	scaffold_13
g13081	1393	scaffold_13
g13082	645	scaffold_13
g13083	1531	scaffold_13
g13084	3230	scaffold_13
g13085	568	scaffold_13
g13086	339	scaffold_13
g13087	2247	scaffold_13
g13088	3000	scaffold_13
g13089	1137	scaffold_13
g13090	1998	scaffold_13
g13091	1140	scaffold_13
g13092	952	scaffold_13
g13093	943	scaffold_13
g13094	773	scaffold_13
g13095	256	scaffold_13
g13096	373	scaffold_13
g13097	353	scaffold_13
g13098	332	scaffold_13
g13099	2450	scaffold_13
g13100	1304	scaffold_13
g13101	257	scaffold_13
g13102	304	scaffold_13
g13103	442	scaffold_13
g13104	661	scaffold_13
g13105	708	scaffold_13
g13106	211	scaffold_13
g13107	462	scaffold_13
g13108	1234	scaffold_13
g13109	1044	scaffold_13
g13110	1652	scaffold_13
g13111	1232	scaffold_13
g13112	3337	scaffold_13
g13113	278	scaffold_13
g13114	1349	scaffold_13
g13115	226	scaffold_13
g13116	267	scaffold_13
g13117	232	scaffold_13
g13118	335	scaffold_13
g13119	2315	scaffold_13
g13120	343	scaffold_13
g13121	1123	scaffold_13
g13122	1984	scaffold_13
g13123	615	scaffold_13
g13124	1484	scaffold_13
g13125	204	scaffold_13
g13126	249	scaffold_13
g13127	201	scaffold_13
g13128	1990	scaffold_13
g13129	409	scaffold_13
g13130	253	scaffold_13
g13131	1111	scaffold_13
g13132	557	scaffold_13
g13133	1945	scaffold_13
g13134	1932	scaffold_13
g13135	800	scaffold_13
g13136	1010	scaffold_13
g13137	548	scaffold_13
g13138	1179	scaffold_13
g13139	1253	scaffold_13
g13140	792	scaffold_13
g13141	348	scaffold_13
g13142	1026	scaffold_13
g13143	2581	scaffold_13
g13144	2087	scaffold_13
g13145	4210	scaffold_13
g13146	6852	scaffold_13
g13147	367	scaffold_13
g13148	238	scaffold_13
g13149	7475	scaffold_13
g13150	1376	scaffold_13
g13151	3088	scaffold_13
g13152	1991	scaffold_13
g13153	535	scaffold_13
g13154	728	scaffold_13
g13155	449	scaffold_13
g13156	1574	scaffold_13
g13157	693	scaffold_13
g13158	440	scaffold_13
g13159	951	scaffold_13
g13160	277	scaffold_13
g13161	575	scaffold_13
g13162	228	scaffold_13
g13163	1690	scaffold_13
g13164	355	scaffold_13
g13165	215	scaffold_13
g13166	326	scaffold_13
g13167	1859	scaffold_13
g13168	2066	scaffold_13
g13169	1850	scaffold_13
g13170	4950	scaffold_13
g13171	2370	scaffold_13
g13172	1473	scaffold_13
g13173	897	scaffold_13
g13174	547	scaffold_13
g13175	1487	scaffold_13
g13176	707	scaffold_13
g13177	473	scaffold_13
g13178	1207	scaffold_13
g13179	1234	scaffold_13
g13180	5257	scaffold_13
g13181	1150	scaffold_13
g13182	718	scaffold_13
g13183	2628	scaffold_13
g13184	485	scaffold_13
g13185	1484	scaffold_13
g13186	3120	scaffold_13
g13187	4503	scaffold_13
g13188	438	scaffold_13
g13189	2300	scaffold_966
g13190	2918	scaffold_966
g13191	953	scaffold_979
g13192	404	scaffold_424
g13193	3342	scaffold_424
g13194	2886	scaffold_424
g13195	275	scaffold_424
g13196	239	scaffold_424
g13197	866	scaffold_424
g13198	677	scaffold_424
g13199	694	scaffold_424
g13200	2555	scaffold_424
g13201	2637	scaffold_424
g13202	1031	scaffold_424
g13203	574	scaffold_424
g13204	1443	scaffold_424
g13205	618	scaffold_424
g13206	2211	scaffold_424
g13207	1790	scaffold_424
g13208	368	scaffold_424
g13209	581	scaffold_424
g13210	942	scaffold_424
g13211	812	scaffold_424
g13212	1592	scaffold_424
g13213	484	scaffold_424
g13214	785	scaffold_424
g13215	1189	scaffold_627
g13216	1391	scaffold_627
g13217	1356	scaffold_627
g13218	1384	scaffold_627
g13219	2675	scaffold_627
g13220	220	scaffold_627
g13221	434	scaffold_627
g13222	1389	scaffold_627
g13223	1284	scaffold_627
g13224	585	scaffold_904
g13225	386	scaffold_1935
g13226	230	scaffold_1460
g13227	797	scaffold_1941
g13228	676	scaffold_547
g13229	215	scaffold_547
g13230	1374	scaffold_547
g13231	1007	scaffold_547
g13232	884	scaffold_547
g13233	797	scaffold_547
g13234	1803	scaffold_547
g13235	1864	scaffold_547
g13236	974	scaffold_759
g13237	760	scaffold_759
g13238	291	scaffold_759
g13239	772	scaffold_759
g13240	2139	scaffold_759
g13241	271	scaffold_645
g13242	905	scaffold_645
g13243	686	scaffold_645
g13244	3268	scaffold_645
g13245	2283	scaffold_645
g13246	848	scaffold_645
g13247	301	scaffold_645
g13248	1485	scaffold_1246
g13249	1913	scaffold_624
g13250	790	scaffold_624
g13251	1949	scaffold_624
g13252	1014	scaffold_624
g13253	1141	scaffold_624
g13254	2733	scaffold_455
g13255	1008	scaffold_455
g13256	1817	scaffold_455
g13257	367	scaffold_455
g13258	2080	scaffold_455
g13259	1577	scaffold_455
g13260	230	scaffold_455
g13261	206	scaffold_455
g13262	1422	scaffold_455
g13263	1384	scaffold_455
g13264	1661	scaffold_455
g13265	925	scaffold_202
g13266	352	scaffold_202
g13267	298	scaffold_202
g13268	2065	scaffold_202
g13269	781	scaffold_202
g13270	1626	scaffold_202
g13271	622	scaffold_202
g13272	754	scaffold_202
g13273	837	scaffold_202
g13274	3768	scaffold_202
g13275	890	scaffold_202
g13276	359	scaffold_202
g13277	1784	scaffold_202
g13278	562	scaffold_202
g13279	1394	scaffold_202
g13280	1142	scaffold_202
g13281	462	scaffold_202
g13282	212	scaffold_202
g13283	1239	scaffold_202
g13284	917	scaffold_202
g13285	242	scaffold_202
g13286	843	scaffold_202
g13287	314	scaffold_202
g13288	269	scaffold_202
g13289	2682	scaffold_202
g13290	2650	scaffold_202
g13291	1272	scaffold_202
g13292	596	scaffold_202
g13293	884	scaffold_202
g13294	1031	scaffold_202
g13295	632	scaffold_202
g13296	1283	scaffold_202
g13297	260	scaffold_202
g13298	648	scaffold_202
g13299	1318	scaffold_202
g13300	674	scaffold_1243
g13301	1649	scaffold_1243
g13302	1535	scaffold_1243
g13303	413	scaffold_1243
g13304	478	scaffold_1566
g13305	2565	scaffold_556
g13306	452	scaffold_556
g13307	909	scaffold_556
g13308	1528	scaffold_556
g13309	560	scaffold_556
g13310	1170	scaffold_556
g13311	891	scaffold_556
g13312	1847	scaffold_15
g13313	2022	scaffold_15
g13314	451	scaffold_15
g13315	1199	scaffold_15
g13316	5251	scaffold_15
g13317	1937	scaffold_15
g13318	4487	scaffold_15
g13319	643	scaffold_15
g13320	2282	scaffold_15
g13321	888	scaffold_15
g13322	292	scaffold_15
g13323	590	scaffold_15
g13324	671	scaffold_15
g13325	2114	scaffold_15
g13326	436	scaffold_15
g13327	227	scaffold_15
g13328	563	scaffold_15
g13329	310	scaffold_15
g13330	245	scaffold_15
g13331	425	scaffold_15
g13332	628	scaffold_15
g13333	301	scaffold_15
g13334	778	scaffold_15
g13335	792	scaffold_15
g13336	302	scaffold_15
g13337	772	scaffold_15
g13338	390	scaffold_15
g13339	807	scaffold_15
g13340	987	scaffold_15
g13341	1008	scaffold_15
g13342	2474	scaffold_15
g13343	1614	scaffold_15
g13344	2404	scaffold_15
g13345	841	scaffold_15
g13346	668	scaffold_15
g13347	2132	scaffold_15
g13348	817	scaffold_15
g13349	2523	scaffold_15
g13350	1343	scaffold_15
g13351	2432	scaffold_15
g13352	317	scaffold_15
g13353	809	scaffold_15
g13354	809	scaffold_15
g13355	692	scaffold_15
g13356	979	scaffold_15
g13357	443	scaffold_15
g13358	487	scaffold_15
g13359	4174	scaffold_15
g13360	1637	scaffold_15
g13361	593	scaffold_15
g13362	1071	scaffold_15
g13363	265	scaffold_15
g13364	307	scaffold_15
g13365	449	scaffold_15
g13366	316	scaffold_15
g13367	1123	scaffold_15
g13368	241	scaffold_15
g13369	337	scaffold_15
g13370	622	scaffold_15
g13371	269	scaffold_15
g13372	2104	scaffold_15
g13373	332	scaffold_15
g13374	1087	scaffold_15
g13375	1300	scaffold_15
g13376	229	scaffold_15
g13377	400	scaffold_15
g13378	407	scaffold_15
g13379	1299	scaffold_15
g13380	1783	scaffold_15
g13381	2769	scaffold_15
g13382	252	scaffold_15
g13383	458	scaffold_15
g13384	5588	scaffold_15
g13385	506	scaffold_1295
g13386	3897	scaffold_297
g13387	1332	scaffold_297
g13388	1084	scaffold_297
g13389	1934	scaffold_297
g13390	1502	scaffold_297
g13391	932	scaffold_297
g13392	1415	scaffold_297
g13393	398	scaffold_297
g13394	539	scaffold_297
g13395	475	scaffold_297
g13396	277	scaffold_297
g13397	209	scaffold_297
g13398	296	scaffold_297
g13399	875	scaffold_297
g13400	854	scaffold_297
g13401	1747	scaffold_297
g13402	2367	scaffold_297
g13403	585	scaffold_297
g13404	363	scaffold_297
g13405	1299	scaffold_630
g13406	1039	scaffold_630
g13407	715	scaffold_630
g13408	2264	scaffold_630
g13409	654	scaffold_40
g13410	437	scaffold_40
g13411	503	scaffold_40
g13412	737	scaffold_40
g13413	605	scaffold_40
g13414	260	scaffold_40
g13415	743	scaffold_40
g13416	415	scaffold_40
g13417	1406	scaffold_40
g13418	1680	scaffold_40
g13419	1546	scaffold_40
g13420	574	scaffold_40
g13421	915	scaffold_40
g13422	1781	scaffold_40
g13423	377	scaffold_40
g13424	1224	scaffold_40
g13425	1175	scaffold_40
g13426	3991	scaffold_40
g13427	1070	scaffold_40
g13428	3944	scaffold_40
g13429	444	scaffold_40
g13430	759	scaffold_40
g13431	2441	scaffold_40
g13432	3409	scaffold_40
g13433	497	scaffold_40
g13434	2220	scaffold_40
g13435	335	scaffold_40
g13436	1090	scaffold_40
g13437	2608	scaffold_40
g13438	361	scaffold_40
g13439	4918	scaffold_40
g13440	845	scaffold_40
g13441	6180	scaffold_40
g13442	316	scaffold_40
g13443	681	scaffold_40
g13444	911	scaffold_40
g13445	485	scaffold_40
g13446	1033	scaffold_40
g13447	2377	scaffold_40
g13448	1729	scaffold_40
g13449	1085	scaffold_40
g13450	713	scaffold_40
g13451	1781	scaffold_40
g13452	1109	scaffold_40
g13453	685	scaffold_40
g13454	280	scaffold_40
g13455	1353	scaffold_40
g13456	1498	scaffold_40
g13457	372	scaffold_40
g13458	1208	scaffold_40
g13459	507	scaffold_40
g13460	2979	scaffold_40
g13461	370	scaffold_40
g13462	209	scaffold_40
g13463	263	scaffold_40
g13464	966	scaffold_40
g13465	526	scaffold_40
g13466	911	scaffold_40
g13467	5071	scaffold_40
g13468	1166	scaffold_40
g13469	4255	scaffold_40
g13470	1606	scaffold_40
g13471	401	scaffold_40
g13472	728	scaffold_40
g13473	1232	scaffold_40
g13474	1034	scaffold_1138
g13475	209	scaffold_1138
g13476	719	scaffold_1138
g13477	1018	scaffold_1138
g13478	278	scaffold_143
g13479	405	scaffold_143
g13480	292	scaffold_143
g13481	1360	scaffold_143
g13482	558	scaffold_143
g13483	4405	scaffold_143
g13484	1538	scaffold_143
g13485	1505	scaffold_143
g13486	220	scaffold_143
g13487	305	scaffold_143
g13488	2719	scaffold_143
g13489	214	scaffold_143
g13490	209	scaffold_143
g13491	2050	scaffold_143
g13492	2011	scaffold_143
g13493	428	scaffold_143
g13494	365	scaffold_143
g13495	1559	scaffold_143
g13496	1726	scaffold_143
g13497	1513	scaffold_143
g13498	2012	scaffold_143
g13499	2587	scaffold_143
g13500	3900	scaffold_266
g13501	451	scaffold_266
g13502	445	scaffold_266
g13503	2338	scaffold_266
g13504	4160	scaffold_266
g13505	1500	scaffold_266
g13506	993	scaffold_266
g13507	1407	scaffold_266
g13508	603	scaffold_266
g13509	1071	scaffold_266
g13510	595	scaffold_266
g13511	878	scaffold_266
g13512	1339	scaffold_266
g13513	280	scaffold_266
g13514	1961	scaffold_266
g13515	353	scaffold_266
g13516	966	scaffold_266
g13517	242	scaffold_266
g13518	909	scaffold_266
g13519	752	scaffold_266
g13520	314	scaffold_266
g13521	1076	scaffold_266
g13522	2001	scaffold_266
g13523	2191	scaffold_266
g13524	571	scaffold_266
g13525	2708	scaffold_266
g13526	723	scaffold_266
g13527	239	scaffold_266
g13528	1937	scaffold_266
g13529	2465	scaffold_266
g13530	3107	scaffold_266
g13531	886	scaffold_266
g13532	3110	scaffold_266
